,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,casualty_home_area_type,casualty_imd_decile,number_of_vehicles,number_of_casualties,day_of_week,first_road_class,speed_limit,junction_detail,junction_control,second_road_class,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,trunk_road_flag,labels
67193,1.0,1,11,3,0,0,0,0,1,9,2,1,2,3,40,3,2,3,0,5,1,1,1,4,0,1,2,19.0
67239,1.0,1,52,8,0,0,0,0,1,6,2,1,3,3,40,3,4,4,0,0,1,1,1,3,0,1,2,10.0
67287,1.0,1,21,5,0,0,0,0,1,10,2,1,6,6,30,9,4,6,0,0,1,1,1,4,0,1,2,19.0
67295,1.0,2,33,6,0,0,0,0,1,9,3,2,7,1,70,5,4,1,0,0,1,1,1,4,0,2,1,19.0
67296,2.0,2,44,7,0,0,2,0,1,9,3,2,7,1,70,5,4,1,0,0,1,1,1,4,0,2,1,19.0
67373,1.0,1,60,9,0,0,0,0,1,5,2,3,6,6,40,3,4,6,0,0,1,1,1,1,0,2,2,8.0
67374,2.0,1,38,7,0,0,1,0,1,5,2,3,6,6,40,3,4,6,0,0,1,1,1,1,0,2,2,8.0
67375,1.0,1,86,11,0,0,0,0,1,6,2,3,6,6,40,3,4,6,0,0,1,1,1,1,0,2,2,8.0
67390,1.0,1,58,9,0,0,0,0,1,5,2,1,3,3,30,6,2,3,0,5,1,1,1,4,0,1,2,19.0
67415,1.0,1,54,8,0,0,0,0,2,9,2,1,1,3,50,1,4,6,0,0,1,1,1,1,0,2,2,16.0
67520,1.0,1,64,9,0,0,0,0,2,4,1,1,2,1,70,5,4,1,0,0,1,1,1,4,0,2,1,19.0
67587,1.0,1,39,7,0,0,0,0,1,3,2,1,2,3,30,6,2,6,0,5,4,1,1,1,0,1,2,16.0
67616,1.0,1,26,6,0,0,0,0,1,9,2,1,3,1,50,1,2,3,0,0,4,1,1,4,0,2,1,19.0
67687,2.0,2,46,8,0,0,1,0,2,10,2,2,2,6,30,6,4,6,0,0,1,2,2,6,2,2,2,13.0
67688,1.0,1,35,6,0,0,0,0,2,7,2,2,2,6,30,6,4,6,0,0,1,2,2,6,2,2,2,13.0
67758,1.0,2,33,6,0,0,0,0,1,9,2,1,3,6,30,6,4,4,0,0,4,2,2,3,0,1,2,18.0
67960,1.0,2,28,6,0,0,0,0,1,4,2,1,6,3,50,1,4,6,0,0,1,4,1,7,0,2,2,22.0
68019,1.0,2,67,10,0,0,0,0,1,2,2,4,3,6,40,3,4,6,0,0,1,1,1,4,0,1,2,19.0
68020,2.0,2,5,1,0,0,2,0,1,2,2,4,3,6,40,3,4,6,0,0,1,1,1,4,0,1,2,19.0
68021,2.0,2,24,5,0,0,1,0,1,2,2,4,3,6,40,3,4,6,0,0,1,1,1,4,0,1,2,19.0
68022,2.0,1,4,1,0,0,2,0,1,2,2,4,3,6,40,3,4,6,0,0,1,1,1,4,0,1,2,19.0
68053,1.0,1,60,9,0,0,0,0,2,8,2,2,4,6,60,9,4,6,0,0,1,4,4,7,0,2,2,22.0
68054,1.0,2,60,9,0,0,0,0,3,8,2,2,4,6,60,9,4,6,0,0,1,4,4,7,0,2,2,22.0
68084,1.0,1,30,6,0,0,0,0,2,4,1,2,5,3,60,3,4,6,0,0,6,5,5,5,0,2,2,20.0
68085,2.0,1,25,5,0,0,1,0,2,4,1,2,5,3,60,3,4,6,0,0,6,5,5,5,0,2,2,20.0
68185,1.0,1,32,6,0,0,0,0,1,7,2,1,6,6,30,6,4,6,0,8,1,1,2,5,0,1,2,20.0
68200,1.0,2,37,7,0,0,0,0,1,8,1,1,3,3,30,1,4,6,0,0,1,2,5,5,2,2,2,20.0
68254,3.0,1,82,11,1,1,0,0,1,3,1,1,3,6,30,3,4,6,0,8,1,2,2,4,0,1,2,19.0
68338,1.0,1,75,10,0,0,0,0,1,4,2,1,5,6,40,3,2,6,0,0,1,1,1,4,0,2,2,19.0
68365,1.0,1,63,9,0,0,0,0,1,2,8,2,3,6,30,3,4,6,0,0,1,3,3,3,3,1,2,18.0
68366,2.0,2,40,7,0,0,1,0,1,2,8,2,3,6,30,3,4,6,0,0,1,3,3,3,3,1,2,18.0
68422,1.0,1,53,8,0,0,0,0,1,2,1,1,7,3,50,1,2,3,0,0,1,1,2,7,0,2,2,22.0
68481,3.0,1,84,11,4,3,0,0,3,4,1,1,5,3,30,3,4,4,0,1,1,1,1,4,0,2,2,3.0
68504,1.0,1,20,4,0,0,0,0,1,2,2,1,4,3,30,1,4,3,0,0,1,1,1,4,0,1,2,19.0
68526,1.0,1,64,9,0,0,0,0,1,5,3,3,3,4,40,9,1,6,2,8,1,1,1,4,0,1,2,19.0
68527,1.0,2,31,6,0,0,0,0,1,1,3,3,3,4,40,9,1,6,2,8,1,1,1,4,0,1,2,19.0
68528,2.0,1,4,1,0,0,2,0,1,1,3,3,3,4,40,9,1,6,2,8,1,1,1,4,0,1,2,19.0
68720,1.0,1,65,9,0,0,0,0,3,5,4,1,1,6,60,3,4,6,0,0,1,1,1,7,7,2,2,14.0
68927,1.0,1,42,7,0,0,0,0,3,8,2,1,2,6,30,3,4,6,0,0,1,1,1,3,0,2,2,10.0
69092,1.0,1,80,11,0,0,0,0,2,8,3,1,5,3,30,3,4,6,0,4,1,1,1,4,0,1,2,19.0
69252,1.0,1,19,4,0,0,0,0,1,6,1,1,3,6,30,3,4,3,0,0,1,1,1,6,0,1,2,13.0
69277,1.0,1,24,5,0,0,0,0,1,2,3,1,2,3,50,3,4,6,0,0,1,1,1,4,0,2,2,19.0
69294,1.0,1,34,6,0,0,0,0,2,5,2,1,1,4,30,3,4,6,0,0,1,1,1,4,0,1,2,19.0
69362,1.0,1,42,7,0,0,0,0,1,2,2,4,7,3,60,3,4,6,0,0,1,1,1,1,0,2,2,16.0
69363,2.0,2,35,6,0,0,1,0,1,2,2,4,7,3,60,3,4,6,0,0,1,1,1,1,0,2,2,16.0
69364,2.0,2,1,1,0,0,2,0,1,2,2,4,7,3,60,3,4,6,0,0,1,1,1,1,0,2,2,16.0
69365,2.0,1,1,1,0,0,2,0,1,6,2,4,7,3,60,3,4,6,0,0,1,1,1,1,0,2,2,16.0
69434,1.0,2,59,9,0,0,0,0,1,2,2,2,4,3,30,9,2,6,0,0,1,1,1,4,0,2,2,19.0
69435,2.0,2,49,8,0,0,1,0,1,5,2,2,4,3,30,9,2,6,0,0,1,1,1,4,0,2,2,19.0
69584,1.0,1,19,4,0,0,0,0,1,7,2,1,3,6,30,9,4,6,0,8,4,1,1,3,0,1,2,18.0
69983,1.0,1,55,8,0,0,0,0,3,8,2,2,7,6,30,1,4,6,0,8,1,1,1,6,0,1,2,21.0
69984,1.0,1,58,9,0,0,0,0,3,8,2,2,7,6,30,1,4,6,0,8,1,1,1,6,0,1,2,21.0
70037,1.0,2,47,8,0,0,0,0,1,4,1,1,7,6,30,9,4,6,0,0,1,1,1,7,0,2,2,22.0
70045,1.0,1,48,8,0,0,0,0,1,6,2,1,1,6,50,1,4,6,0,0,1,1,2,3,0,1,2,18.0
70075,1.0,1,48,8,0,0,0,0,1,3,2,2,5,3,30,3,2,6,0,5,1,1,1,1,0,1,2,16.0
70076,2.0,2,19,4,0,0,1,0,1,3,2,2,5,3,30,3,2,6,0,5,1,1,1,1,0,1,2,16.0
70173,1.0,2,51,8,0,0,0,0,1,1,2,1,6,6,30,3,3,6,0,0,1,1,1,1,0,1,2,16.0
70269,1.0,1,17,4,0,0,0,0,2,7,2,3,4,6,50,3,4,6,0,0,1,1,2,7,0,2,2,22.0
70270,2.0,1,54,8,0,0,1,0,2,7,2,3,4,6,50,3,4,6,0,0,1,1,2,7,0,2,2,22.0
70271,1.0,1,28,6,0,0,0,0,1,6,2,3,4,6,50,3,4,6,0,0,1,1,2,7,0,2,2,22.0
70292,1.0,1,21,5,0,0,0,0,3,6,3,1,4,6,30,6,4,6,0,0,1,1,2,7,0,2,2,22.0
70364,1.0,1,35,6,0,0,0,0,1,5,3,4,4,1,50,5,4,1,0,0,1,1,1,4,2,2,1,11.0
70365,2.0,2,29,6,0,0,2,0,1,2,3,4,4,1,50,5,4,1,0,0,1,1,1,4,2,2,1,11.0
70366,2.0,1,30,6,0,0,2,0,1,2,3,4,4,1,50,5,4,1,0,0,1,1,1,4,2,2,1,11.0
70367,1.0,1,55,8,0,0,0,0,2,10,3,4,4,1,50,5,4,1,0,0,1,1,1,4,2,2,1,11.0
70386,1.0,2,36,7,0,0,0,0,2,3,2,2,3,6,30,3,4,6,0,0,1,1,1,6,2,2,2,21.0
70387,1.0,2,39,7,0,0,0,0,1,10,2,2,3,6,30,3,4,6,0,0,1,1,1,6,2,2,2,21.0
70456,1.0,1,35,6,0,0,0,0,1,7,2,1,2,3,30,9,2,6,0,0,1,2,2,6,0,1,2,21.0
70612,2.0,2,32,6,0,0,1,0,3,8,2,1,6,3,30,1,4,3,0,4,1,1,2,4,0,1,1,19.0
70630,1.0,1,26,6,0,0,0,0,3,7,2,1,3,3,30,3,2,6,0,5,4,1,1,4,0,1,2,19.0
70753,1.0,1,55,8,0,0,0,0,1,6,2,1,3,6,30,3,4,6,0,0,1,1,1,5,0,1,2,12.0
70763,2.0,1,27,6,0,0,2,0,1,6,1,3,3,3,60,3,4,6,0,8,1,1,1,7,0,2,2,22.0
70764,2.0,1,27,6,0,0,1,0,1,7,1,3,3,3,60,3,4,6,0,8,1,1,1,7,0,2,2,22.0
70765,1.0,1,23,5,0,0,0,0,1,7,1,3,3,3,60,3,4,6,0,8,1,1,1,7,0,2,2,22.0
70825,1.0,1,50,8,0,0,0,0,1,8,1,1,2,3,30,5,4,3,0,8,1,1,1,5,0,1,2,20.0
70831,1.0,1,55,8,0,0,0,0,1,8,3,1,4,3,30,3,4,6,0,4,1,5,2,4,2,1,2,19.0
70930,3.0,2,80,11,5,1,0,0,1,7,1,1,4,4,30,3,4,6,0,0,1,1,1,4,0,1,2,19.0
71076,1.0,1,62,9,0,0,0,0,1,7,2,1,4,6,30,6,4,6,0,0,1,1,1,5,0,1,2,20.0
71092,3.0,1,24,5,9,9,0,0,1,6,1,1,4,3,40,3,4,6,0,0,4,1,1,4,0,1,1,19.0
71154,1.0,2,38,7,0,0,0,0,1,7,2,1,7,6,30,3,4,6,0,0,1,1,1,4,0,1,2,19.0
71256,1.0,1,31,6,0,0,0,0,1,6,2,1,7,3,40,3,2,6,0,5,1,1,1,5,0,1,2,12.0
71284,1.0,1,34,6,0,0,0,0,1,4,2,1,3,3,40,1,4,6,0,0,1,1,1,4,0,2,2,19.0
71296,1.0,2,48,8,0,0,0,0,1,6,2,1,4,3,40,3,2,3,0,0,1,1,1,1,0,2,1,16.0
71318,2.0,2,51,8,0,0,0,0,1,3,2,2,6,6,60,3,4,3,0,0,1,1,1,6,0,2,2,21.0
71319,1.0,1,55,8,0,0,0,0,1,3,2,2,6,6,60,3,4,3,0,0,1,1,1,6,0,2,2,21.0
71474,3.0,2,13,3,1,1,0,0,1,9,1,1,5,3,50,1,2,3,0,5,1,1,1,4,0,1,1,19.0
71712,1.0,1,60,9,0,0,0,0,1,4,2,2,3,6,60,3,4,6,0,0,1,1,1,3,0,2,2,10.0
71713,1.0,2,17,4,0,0,0,0,1,9,2,2,3,6,60,3,4,6,0,0,1,1,1,3,0,2,2,10.0
71838,1.0,1,30,6,0,0,0,0,1,2,1,1,2,4,30,3,4,3,0,0,1,1,1,5,0,2,2,20.0
71862,1.0,1,45,7,0,0,0,0,1,2,1,1,5,1,70,1,4,1,0,0,1,1,1,4,0,2,1,19.0
71896,3.0,1,35,6,8,1,0,0,1,3,1,1,1,4,30,3,4,6,0,0,1,1,1,4,0,1,2,19.0
72024,3.0,2,52,8,9,8,0,0,1,10,1,1,6,6,20,3,2,6,0,0,1,1,1,4,0,1,2,19.0
72170,2.0,2,39,7,0,0,1,0,1,5,3,4,5,3,40,8,4,6,0,0,6,1,1,4,0,1,2,11.0
72171,2.0,1,13,3,0,0,2,0,1,5,3,4,5,3,40,8,4,6,0,0,6,1,1,4,0,1,2,11.0
72172,2.0,1,11,3,0,0,2,0,1,5,3,4,5,3,40,8,4,6,0,0,6,1,1,4,0,1,2,11.0
72173,2.0,1,9,2,0,0,2,0,1,5,3,4,5,3,40,8,4,6,0,0,6,1,1,4,0,1,2,11.0
72230,1.0,1,21,5,0,0,0,0,1,8,1,1,5,3,70,5,4,3,0,0,1,1,1,6,0,2,1,21.0
72429,3.0,1,75,10,4,1,0,0,1,4,1,1,5,3,30,3,4,6,0,8,1,1,1,4,0,1,2,11.0
72494,1.0,1,28,6,0,0,0,0,1,9,1,1,2,3,20,3,2,3,0,4,1,1,1,5,0,1,2,12.0
72581,3.0,2,46,8,5,1,0,0,1,10,1,1,3,4,30,3,4,4,0,8,1,1,1,4,0,2,2,11.0
72678,2.0,1,80,11,0,0,0,4,1,5,2,3,4,3,20,3,2,6,0,0,1,1,1,4,6,1,2,11.0
72679,2.0,1,60,9,0,0,0,3,1,2,2,3,4,3,20,3,2,6,0,0,1,1,1,4,6,1,2,11.0
72680,2.0,1,72,10,0,0,0,3,1,7,2,3,4,3,20,3,2,6,0,0,1,1,1,4,6,1,2,11.0
72687,1.0,1,32,6,0,0,0,0,1,3,2,2,5,3,30,2,4,3,0,0,1,1,1,3,0,1,2,18.0
72688,2.0,1,36,7,0,0,0,0,1,6,2,2,5,3,30,2,4,3,0,0,1,1,1,3,0,1,2,18.0
72697,1.0,2,56,9,0,0,0,0,1,3,3,1,6,3,30,3,4,6,0,8,1,1,1,4,0,1,2,19.0
72813,1.0,2,23,5,0,0,0,0,1,6,1,1,1,3,50,3,4,4,0,0,1,1,1,5,0,2,2,12.0
72814,2.0,2,22,5,0,0,2,0,1,10,2,1,7,3,60,1,4,3,0,0,1,5,2,6,0,2,2,21.0
72916,1.0,1,52,8,0,0,0,0,3,6,5,6,5,3,40,3,4,4,0,0,1,1,1,4,0,2,2,11.0
72917,1.0,2,45,7,0,0,0,0,2,9,5,6,5,3,40,3,4,4,0,0,1,1,1,4,0,2,2,11.0
72918,1.0,1,69,10,0,0,0,0,3,7,5,6,5,3,40,3,4,4,0,0,1,1,1,4,0,2,2,11.0
72919,2.0,2,68,10,0,0,1,0,3,7,5,6,5,3,40,3,4,4,0,0,1,1,1,4,0,2,2,11.0
72920,1.0,1,56,9,0,0,0,0,1,6,5,6,5,3,40,3,4,4,0,0,1,1,1,4,0,2,2,11.0
72921,2.0,1,64,9,0,0,1,0,1,9,5,6,5,3,40,3,4,4,0,0,1,1,1,4,0,2,2,11.0
73151,1.0,2,39,7,0,0,0,0,1,4,2,2,5,3,40,3,4,4,0,0,1,1,1,4,0,2,2,19.0
73152,1.0,2,55,8,0,0,0,0,2,8,2,2,5,3,40,3,4,4,0,0,1,1,1,4,0,2,2,19.0
73164,2.0,2,81,11,0,0,0,4,1,8,2,5,7,6,30,3,4,6,0,0,1,1,1,4,0,1,2,19.0
73165,2.0,2,88,11,0,0,0,4,1,9,2,5,7,6,30,3,4,6,0,0,1,1,1,4,0,1,2,19.0
73166,2.0,2,73,10,0,0,0,4,1,6,2,5,7,6,30,3,4,6,0,0,1,1,1,4,0,1,2,19.0
73167,2.0,2,79,11,0,0,0,4,1,6,2,5,7,6,30,3,4,6,0,0,1,1,1,4,0,1,2,19.0
73168,2.0,2,68,10,0,0,0,4,1,8,2,5,7,6,30,3,4,6,0,0,1,1,1,4,0,1,2,19.0
73216,1.0,2,60,9,0,0,0,0,1,8,2,2,3,6,30,6,3,6,0,0,6,2,2,1,0,2,2,8.0
73217,1.0,1,66,10,0,0,0,0,1,7,2,2,3,6,30,6,3,6,0,0,6,2,2,1,0,2,2,8.0
73227,1.0,1,26,6,0,0,0,0,2,8,1,1,7,3,50,1,4,3,0,0,1,2,2,7,0,2,2,22.0
73282,3.0,2,16,4,6,9,0,0,1,5,2,3,4,3,30,6,2,3,0,5,1,5,2,5,0,1,2,20.0
73283,3.0,2,16,4,6,9,0,0,1,6,2,3,4,3,30,6,2,3,0,5,1,5,2,5,0,1,2,20.0
73284,3.0,2,16,4,6,9,0,0,1,4,2,3,4,3,30,6,2,3,0,5,1,5,2,5,0,1,2,20.0
73289,1.0,1,33,6,0,0,0,0,1,7,2,2,5,3,60,3,4,6,0,0,1,2,2,6,0,2,2,21.0
73290,1.0,2,46,8,0,0,0,0,3,10,2,2,5,3,60,3,4,6,0,0,1,2,2,6,0,2,2,21.0
73336,2.0,2,81,11,0,0,2,0,1,8,2,2,7,6,30,3,4,6,0,0,4,2,2,4,0,1,2,19.0
73337,1.0,1,60,9,0,0,0,0,1,6,2,2,7,6,30,3,4,6,0,0,4,2,2,4,0,1,2,19.0
73340,1.0,2,49,8,0,0,0,0,1,7,1,1,2,4,30,2,4,4,0,0,1,2,2,6,0,2,2,21.0
73459,2.0,2,17,4,0,0,2,0,1,6,5,3,6,3,50,7,2,3,0,5,4,1,1,6,0,2,1,21.0
73460,1.0,2,38,7,0,0,0,0,2,6,5,3,6,3,50,7,2,3,0,5,4,1,1,6,0,2,1,21.0
73461,1.0,2,38,7,0,0,0,0,3,5,5,3,6,3,50,7,2,3,0,5,4,1,1,6,0,2,1,21.0
73475,1.0,1,20,4,0,0,0,0,2,10,2,1,7,4,50,3,4,6,0,0,1,1,2,6,0,1,2,21.0
73683,3.0,2,50,8,1,3,0,0,3,8,1,1,3,6,20,3,4,6,0,4,1,1,1,4,0,1,2,11.0
73722,1.0,1,28,6,0,0,0,0,1,6,2,1,1,6,20,3,4,6,0,0,4,1,1,4,0,1,2,19.0
73951,1.0,1,20,4,0,0,0,0,1,4,2,1,4,4,60,3,4,6,0,0,6,1,2,1,0,2,2,16.0
73964,3.0,1,27,6,1,1,0,0,1,1,1,1,2,6,30,3,4,6,0,1,1,1,1,4,0,1,2,19.0
73975,1.0,1,35,6,0,0,0,0,1,7,2,1,5,3,60,1,4,3,0,0,4,2,2,4,0,2,2,11.0
73993,1.0,2,42,7,0,0,0,0,3,6,1,1,6,4,30,3,4,6,0,0,4,2,2,4,0,2,2,11.0
74011,1.0,1,58,9,0,0,0,0,3,5,2,1,6,6,30,3,4,6,0,0,6,1,4,5,0,2,2,12.0
74107,1.0,2,41,7,0,0,0,0,1,2,2,2,4,6,30,6,2,6,0,0,1,2,2,1,0,1,2,16.0
74108,1.0,2,55,8,0,0,0,0,1,1,2,2,4,6,30,6,2,6,0,0,1,2,2,1,0,1,2,16.0
74172,1.0,1,30,6,0,0,0,0,1,8,4,4,3,3,30,1,2,3,0,4,1,1,1,4,0,1,2,19.0
74173,1.0,1,28,6,0,0,0,0,3,3,4,4,3,3,30,1,2,3,0,4,1,1,1,4,0,1,2,19.0
74174,2.0,1,57,9,0,0,1,0,3,3,4,4,3,3,30,1,2,3,0,4,1,1,1,4,0,1,2,19.0
74175,2.0,1,29,6,0,0,2,0,3,3,4,4,3,3,30,1,2,3,0,4,1,1,1,4,0,1,2,19.0
74214,1.0,1,49,8,0,0,0,0,1,9,2,1,4,6,30,6,2,3,0,0,1,1,1,4,0,1,2,19.0
74256,1.0,2,18,4,0,0,0,0,2,4,1,1,5,6,30,3,4,6,0,0,1,1,2,7,0,2,2,14.0
74300,1.0,2,20,4,0,0,0,0,3,6,2,2,6,3,60,3,4,4,0,0,6,1,1,3,0,2,2,18.0
74301,2.0,2,21,5,0,0,1,0,1,6,2,2,6,3,60,3,4,4,0,0,6,1,1,3,0,2,2,18.0
74503,1.0,1,31,6,0,0,0,0,1,9,2,3,3,6,30,6,4,6,0,0,1,1,1,1,0,2,2,16.0
74504,2.0,2,37,7,0,0,2,0,1,5,2,3,3,6,30,6,4,6,0,0,1,1,1,1,0,2,2,16.0
74505,1.0,2,25,5,0,0,0,0,3,8,2,3,3,6,30,6,4,6,0,0,1,1,1,1,0,2,2,16.0
74911,1.0,1,17,4,0,0,0,0,1,4,2,1,7,6,30,3,4,6,0,0,1,1,1,6,0,2,2,21.0
75075,1.0,2,49,8,0,0,0,0,1,6,2,2,7,3,30,3,2,6,0,0,1,1,1,4,0,1,2,11.0
75076,2.0,2,14,3,0,0,2,0,1,6,2,2,7,3,30,3,2,6,0,0,1,1,1,4,0,1,2,11.0
75477,1.0,1,34,6,0,0,0,0,1,8,2,1,7,3,30,7,2,3,0,5,4,2,2,1,0,1,2,16.0
75530,1.0,2,18,4,0,0,0,0,1,8,1,3,6,4,30,3,4,6,0,0,6,1,1,5,0,2,2,20.0
75531,2.0,2,19,4,0,0,1,0,1,3,1,3,6,4,30,3,4,6,0,0,6,1,1,5,0,2,2,20.0
75532,2.0,1,18,4,0,0,2,0,1,2,1,3,6,4,30,3,4,6,0,0,6,1,1,5,0,2,2,20.0
75739,1.0,2,31,6,0,0,0,0,1,1,2,1,1,1,60,1,2,3,0,0,1,1,1,1,0,2,1,16.0
76065,1.0,2,18,4,0,0,0,0,3,7,4,2,5,3,60,3,4,6,0,0,1,1,1,4,0,2,2,19.0
76066,1.0,1,43,7,0,0,0,0,2,10,4,2,5,3,60,3,4,6,0,0,1,1,1,4,0,2,2,19.0
76286,1.0,2,77,11,0,0,0,0,3,7,2,1,4,3,30,3,4,6,0,0,1,9,2,4,0,2,2,11.0
76515,1.0,1,20,4,0,0,0,0,1,3,3,1,5,6,30,3,4,6,0,0,1,1,1,4,0,1,2,19.0
76604,3.0,1,39,7,6,9,0,0,1,8,1,1,1,5,20,9,4,5,0,0,1,1,1,4,0,1,2,19.0
76810,1.0,1,42,7,0,0,0,0,1,5,2,1,5,3,40,3,4,6,0,0,1,1,1,1,0,2,2,16.0
76823,1.0,1,60,9,0,0,0,0,1,2,2,1,6,4,30,6,2,6,0,0,1,1,1,1,0,1,2,16.0
76899,1.0,1,45,7,0,0,0,0,1,3,2,1,4,6,20,3,2,3,0,5,1,1,1,1,0,1,2,16.0
77027,3.0,2,48,8,8,7,0,0,1,6,2,1,5,3,20,3,4,6,0,5,1,1,1,4,0,1,2,19.0
77079,2.0,2,45,7,0,0,1,0,1,6,2,1,5,3,20,7,2,6,0,5,1,1,1,1,0,1,2,16.0
77218,1.0,1,26,6,0,0,0,0,1,9,2,1,3,3,20,1,2,6,0,5,1,1,1,4,0,1,2,11.0
77228,2.0,1,34,6,0,0,1,0,1,5,2,2,1,3,30,1,2,3,0,5,1,1,1,1,0,1,2,16.0
77229,2.0,2,4,1,0,0,2,0,1,5,2,2,1,3,30,1,2,3,0,5,1,1,1,1,0,1,2,16.0
77300,1.0,2,23,5,0,0,0,0,1,7,2,1,5,3,20,3,4,6,0,0,1,1,1,1,0,1,2,16.0
77527,2.0,2,56,9,0,0,1,0,1,7,2,2,1,3,30,6,2,4,0,0,1,1,1,1,0,1,2,16.0
77661,2.0,2,24,5,0,0,1,0,1,7,2,1,4,3,20,3,2,6,0,5,4,2,2,7,0,1,2,22.0
77757,3.0,1,59,9,6,7,0,0,2,8,1,1,5,3,60,3,4,6,0,0,1,4,1,4,0,2,2,19.0
77841,1.0,1,20,4,0,0,0,0,3,9,2,1,4,3,60,3,4,6,0,0,6,1,1,1,1,2,1,0.0
77881,1.0,1,32,6,0,0,0,0,1,2,3,1,4,3,60,5,4,6,0,0,1,1,1,3,0,2,2,18.0
77985,1.0,1,49,8,0,0,0,0,2,10,2,1,4,6,40,3,4,6,0,0,1,1,1,4,0,2,2,11.0
78019,1.0,1,37,7,0,0,0,0,1,6,2,1,2,6,40,1,4,6,0,0,4,1,1,1,0,1,2,16.0
78068,3.0,1,39,7,9,9,0,0,1,1,1,1,4,3,30,3,4,6,0,0,1,1,2,4,0,2,2,19.0
78116,1.0,1,40,7,0,0,0,0,2,9,2,1,7,6,60,6,4,6,0,0,6,5,2,3,0,2,2,18.0
78243,1.0,2,29,6,0,0,0,0,1,9,2,1,3,1,70,1,4,3,0,0,1,1,1,4,0,2,1,19.0
78338,1.0,1,22,5,0,0,0,0,3,10,1,1,4,4,60,3,4,6,0,0,1,2,2,7,0,2,2,14.0
78509,1.0,1,54,8,0,0,0,0,3,7,1,1,6,3,40,3,4,6,0,8,1,1,1,6,0,2,2,21.0
78567,1.0,1,52,8,0,0,0,0,3,6,3,3,4,3,60,3,4,6,0,0,1,1,1,4,0,2,2,11.0
78568,1.0,1,48,8,0,0,0,0,3,6,3,3,4,3,60,3,4,6,0,0,1,1,1,4,0,2,2,11.0
78569,1.0,2,30,6,0,0,0,0,2,5,3,3,4,3,60,3,4,6,0,0,1,1,1,4,0,2,2,11.0
78858,1.0,1,61,9,0,0,0,0,1,4,2,2,6,3,30,3,4,6,0,0,1,1,2,6,0,2,1,21.0
78859,2.0,2,65,9,0,0,1,0,1,6,2,2,6,3,30,3,4,6,0,0,1,1,2,6,0,2,1,21.0
78880,3.0,1,33,6,9,5,0,0,1,1,1,1,4,4,40,1,2,3,0,0,4,1,1,4,0,2,2,11.0
78882,3.0,1,83,11,5,1,0,0,1,2,1,2,6,6,30,3,4,6,0,0,1,1,1,4,0,1,2,3.0
78883,1.0,1,37,7,0,0,0,0,3,7,1,2,6,6,30,3,4,6,0,0,1,1,1,4,0,1,2,3.0
78927,1.0,1,67,10,0,0,0,0,3,7,2,1,3,5,30,6,4,3,0,0,1,1,1,4,0,2,2,19.0
79156,1.0,2,21,5,0,0,0,0,1,2,2,1,5,3,30,1,2,3,0,0,1,1,1,4,0,1,2,19.0
79246,1.0,1,27,6,0,0,0,0,1,9,1,2,3,5,40,3,4,6,0,0,6,1,2,7,0,2,2,22.0
79247,2.0,2,40,7,0,0,1,0,3,7,1,2,3,5,40,3,4,6,0,0,6,1,2,7,0,2,2,22.0
79290,1.0,1,21,5,0,0,0,0,1,8,2,4,4,5,30,7,2,3,0,0,1,1,1,4,0,1,2,19.0
79291,2.0,1,26,6,0,0,2,0,1,8,2,4,4,5,30,7,2,3,0,0,1,1,1,4,0,1,2,19.0
79292,2.0,1,43,7,0,0,2,0,1,8,2,4,4,5,30,7,2,3,0,0,1,1,1,4,0,1,2,19.0
79293,2.0,1,32,6,0,0,1,0,1,8,2,4,4,5,30,7,2,3,0,0,1,1,1,4,0,1,2,19.0
79470,1.0,2,54,8,0,0,0,0,1,10,2,1,6,3,40,6,2,5,0,0,1,1,1,1,0,1,2,16.0
79482,1.0,2,23,5,0,0,0,0,3,5,1,1,4,4,30,3,4,6,0,0,1,2,2,5,0,1,2,20.0
79598,2.0,2,22,5,0,0,2,0,1,3,2,2,1,4,60,6,4,6,0,0,1,1,1,3,0,2,2,18.0
79683,1.0,2,47,8,0,0,0,0,1,4,3,2,5,6,30,6,4,6,0,0,1,1,1,3,0,1,2,18.0
79845,1.0,1,46,8,0,0,0,0,1,2,2,1,7,3,30,1,4,4,0,0,4,2,2,4,0,1,2,19.0
79871,1.0,2,84,11,0,0,0,0,1,8,1,2,6,5,60,8,4,6,0,0,6,2,2,7,0,2,2,14.0
79872,2.0,2,70,10,0,0,1,0,2,9,1,2,6,5,60,8,4,6,0,0,6,2,2,7,0,2,2,14.0
80009,1.0,2,25,5,0,0,0,0,3,9,2,1,4,3,30,1,2,3,9,5,4,1,1,9,9,1,2,23.0
80048,1.0,1,32,6,0,0,0,0,1,5,2,1,5,3,30,6,2,5,9,9,1,1,1,9,0,2,2,23.0
80071,1.0,1,41,7,0,0,0,0,1,4,2,1,6,6,30,3,9,6,0,0,4,1,1,9,9,1,2,23.0
80078,1.0,1,30,6,0,0,0,0,1,5,2,1,6,5,30,3,2,3,0,5,7,1,1,9,0,1,2,23.0
80109,1.0,1,48,8,0,0,0,0,1,6,1,1,6,5,30,3,4,6,0,0,4,1,1,4,0,1,2,19.0
